"","Class","MAperF","MTotF","MCoreF","AreaF","IR2F","csfF","EllipF","MAperJ","MTotJ","MCoreJ","AreaJ","IR2J","csfJ","EllipJ","MAperN","MTotN","MCoreN","AreaN","IR2N","csfN","EllipN"
"7870",1,18412,18322,19688,52000,2587,2250,262,18809,18928,19780,73000,2685,2350,371,19789,19605,21071,29000,2653,2200,491
"48163",1,19147,19100,19981,39000,1954,1140,222,19449,19602,20356,28000,2005,2400,252,21073,21069,21397,8000,1151,1100,332
"21382",1,19250,19216,20095,38000,2092,1140,162,20782,20787,21138,24000,1615,980,284,20650,20727,21129,10000,1278,1120,263
"123229",1,19730,19821,20760,21000,1881,1200,327,20267,20261,21387,30000,2173,2300,487,20515,20639,21411,13000,1657,2550,484
"104265",1,17458,17349,18512,73000,2696,2400,62,18247,18289,18975,63000,2077,1180,128,18965,18966,19699,53000,2064,1200,74
"1106",1,18705,18627,19743,69000,2716,1200,237,19443,19443,20183,41000,1866,1100,47,19642,19609,20315,28000,1730,1060,256
"11910",1,19394,19410,20482,38000,2251,2550,177,20391,20706,21242,20000,1763,2600,322,19775,20060,20599,16000,1385,880,109
"39018",1,19334,19165,19911,42000,2273,940,366,20379,20573,20648,30000,1760,900,293,19544,19575,20235,25000,1689,1140,39
"40073",1,19061,19016,19823,35000,1875,2900,219,20937,20804,21115,14000,1396,900,337,19085,19016,19623,32000,1731,920,265
"29588",1,17815,17726,18683,69000,2347,1180,163,17959,18032,18709,66000,2162,1200,160,18857,18777,19740,48000,2162,2550,162
"101289",1,20340,20322,21208,18000,2043,2500,386,20497,20338,21488,18000,2019,1400,606,21143,21199,21433,8000,1129,300,279
"130879",1,19842,19817,20548,25000,1706,960,256,21078,20966,21326,15000,1300,880,349,20474,20301,21478,28000,2666,2350,368
"114607",1,18399,18539,19466,42000,2652,2450,377,21086,21093,20908,20000,1359,840,186,21520,20548,20840,15000,1358,740,263
"74291",1,19216,19202,20154,34000,2138,2650,122,21121,21644,21851,9000,1086,2850,296,20253,20325,20783,14000,1649,920,439
"132077",1,19746,19688,20364,23000,1708,900,285,21022,21077,20925,16000,1271,800,146,20562,20616,21025,17000,1574,1060,281
"21865",1,19662,19711,20414,32000,1914,1040,237,19640,19782,20368,40000,2043,2650,176,20046,20462,21152,9000,1409,2350,358
"72861",1,20621,20641,21235,13000,1393,980,282,20063,20086,20870,29000,1824,1280,142,20763,20615,21192,11000,1221,1160,190
"91981",1,18845,18798,19725,50000,2232,1160,319,20463,20470,20946,25000,1680,2800,145,19982,20114,20548,26000,1626,1020,283
"46137",1,19589,19477,20315,31000,1777,1100,164,19468,19450,20117,39000,1975,2850,196,22496,21321,21707,7000,1196,1200,623
"11433",1,20395,20341,20988,22000,1719,900,295,21014,21095,20977,22000,1526,940,229,21067,21251,21472,8000,1027,880,134
"7066",1,17291,16923,18789,165000,3853,1840,165,18208,17905,19785,157000,4129,2500,342,18361,18004,19881,104000,3611,2500,282
"21552",1,19561,19389,20731,32000,2327,2350,451,20980,20980,20891,21000,1600,920,211,20414,20727,21084,8000,1358,2850,147
"77521",1,17820,17723,18729,85000,2690,2600,358,18232,18252,19059,72000,2336,2550,332,18807,18677,19844,53000,2590,2300,108
"79303",1,18903,18837,20057,44000,2318,2300,248,20867,21010,21390,14000,1343,1020,167,21320,21149,21358,11000,1337,900,263
"84068",1,19808,19853,20386,25000,1689,960,293,20576,20552,21371,22000,1633,2850,336,21650,20545,20846,15000,1259,740,56
"76278",1,19070,19223,19984,42000,2230,1240,271,19311,19373,20093,44000,2039,2600,220,22799,21249,21789,19000,2015,1140,574
"9016",1,18617,18554,19824,59000,2455,1320,140,19367,19400,20461,63000,2867,2200,472,19723,19629,20619,28000,2084,2700,524
"109352",1,19357,19558,20612,28000,2200,1500,229,20332,20859,21187,15000,1428,2650,261,19889,19773,21126,24000,2274,2200,347
"49071",1,19871,19657,20852,22000,2258,1480,505,20827,20870,21182,18000,1328,880,126,20922,20841,21371,9000,1763,900,697
"72691",1,19221,19344,19901,36000,2000,2800,40,20411,20214,21131,24000,2248,1100,444,20011,20122,20750,16000,1669,1120,466
"45678",1,20086,20054,20599,21000,1709,900,313,22023,21291,21833,9000,1384,1020,390,20229,20828,21297,9000,1155,2150,144
"20813",1,18901,18937,19701,34000,2029,1020,302,20599,20373,20660,16000,1524,920,347,19985,19795,20662,29000,2017,2800,345
"24650",1,20043,20432,21061,11000,1349,2600,379,20833,21137,21657,12000,1431,2800,438,20202,20306,20951,10000,1205,1220,208
"111491",1,17493,17361,18589,53000,2462,2400,108,18618,18593,19503,71000,2462,1280,124,18653,18638,19525,49000,2286,2500,111
"30218",1,18851,18724,19905,51000,2389,2400,286,19905,19727,20887,50000,2716,1400,59,19990,19893,20851,31000,2053,1320,393
"97299",1,19005,19015,20095,57000,2469,2400,176,20009,19960,21157,36000,2506,2150,141,20456,20425,20979,23000,1808,1160,418
"46101",1,19239,19165,20002,40000,2254,1180,278,20092,20122,20819,26000,1753,2750,284,21066,20525,21015,15000,1660,1080,465
"13215",1,19646,19542,20336,36000,1952,1040,209,20558,20502,21467,18000,1501,1240,108,19840,20114,20809,13000,1445,1360,296
"98861",1,18193,18254,19121,76000,2589,2600,109,19338,19270,20324,47000,2407,2400,256,19524,19530,20057,40000,1910,1000,189
"2082",1,19409,19579,20599,27000,2123,2450,336,20934,21014,21128,23000,1593,880,175,20290,20098,20944,19000,1774,1120,359
"49652",1,19701,19676,20854,38000,2390,2250,231,20997,21227,21721,8000,1264,1260,302,20694,20701,21713,14000,1967,1240,654
"20959",1,20543,20577,21297,12000,1412,2950,359,20629,20925,21382,11000,1229,1220,162,20670,20942,21653,12000,1382,2300,202
"85567",1,17782,17677,18884,66000,2986,2300,473,18434,18446,19324,66000,2594,2550,480,18753,18565,19958,62000,2776,2150,95
"44759",1,19254,19139,20127,32000,1922,1200,139,20362,20686,21285,19000,1473,2750,141,20375,20496,20909,16000,1590,1040,357
"103015",1,20121,20062,21016,18000,1621,2400,368,20866,21077,21283,13000,1356,920,391,20872,21233,21632,6000,1644,1140,657
"17722",1,17618,17484,18598,95000,2741,2600,60,18229,18275,19077,80000,2385,2550,43,18953,18899,19737,45000,2061,2650,187
"111130",1,19458,19397,20240,28000,1818,1060,66,20425,20387,20967,27000,1778,1060,367,20584,20874,21591,10000,1411,2450,439
"131295",1,18970,18819,19947,53000,2503,1160,122,19679,19609,20213,39000,2087,920,444,20503,20327,20757,26000,1876,980,268
"93508",1,18752,18708,19526,48000,2054,2850,202,19827,19779,20461,26000,1852,940,336,19210,19178,19974,44000,2063,2650,104
"111457",1,19778,19725,20107,25000,1642,840,344,19566,19618,20235,20000,1449,900,166,20500,21037,21287,6000,1104,2750,177
"408",1,17661,17662,18829,99000,2796,1300,201,17747,17724,18819,94000,2765,1500,394,19030,18956,20105,53000,2420,2350,245
"8853",1,19554,19493,20462,30000,1851,1040,73,20867,20834,20867,23000,1559,880,306,20376,20678,21294,10000,1867,1280,596
"64927",1,19009,18575,20336,58000,3464,2100,558,18876,18893,20026,53000,2730,2200,494,20927,21275,21538,6000,944,1040,369
"43673",1,19666,19689,20358,25000,1706,980,98,20521,20566,21451,20000,1874,2400,477,20228,20143,21151,21000,2618,2250,600
"7235",1,20468,20732,21254,9000,1093,980,101,21840,21337,22144,10000,1238,940,125,22196,21021,21567,9000,1349,740,77
"116502",1,18685,18510,19971,68000,2909,2200,309,18723,18607,19836,89000,3073,2250,382,19921,19634,21417,37000,3073,2550,582
"62798",1,19181,19096,20163,41000,2069,1240,237,22476,21667,21735,9000,1120,900,18,19844,19770,20859,20000,1782,1460,330
"17197",1,19302,19195,20311,46000,2565,2550,229,21162,21031,21456,13000,1422,880,493,20092,19993,20728,25000,2059,2650,297
"91164",1,19548,19899,20487,17000,1757,1180,173,20290,21085,21365,11000,1351,2700,397,20951,21334,21375,9000,1129,940,77
"80441",1,18166,18158,19227,62000,2357,1380,261,18967,18876,19768,58000,2684,2550,484,19089,18999,20128,43000,2254,1520,330
"117851",1,18226,18169,19045,57000,2235,2750,111,20003,20078,20293,26000,1457,820,150,19375,19317,20055,35000,1754,960,209
"79834",1,19267,19687,20481,22000,2132,2200,336,20186,21052,21506,15000,1932,1600,505,20441,21655,21606,7000,1074,820,430
"58058",1,18767,19801,20372,7000,1399,2000,418,20810,20714,21130,15000,1473,1080,317,19859,19833,21284,20000,1724,2250,224
"44254",1,20385,20150,20815,20000,2228,1000,613,20514,20478,21344,23000,1702,2600,334,20787,20920,21563,8000,1292,1180,544
"129794",1,20011,20557,21234,13000,2070,2400,539,21166,21199,21355,16000,1303,740,134,21832,21206,21787,8000,1911,980,767
"53178",1,18542,18518,19576,60000,2423,1320,160,19482,19525,20078,36000,1860,1040,221,19431,19393,20082,32000,1824,1200,50
"31250",1,18358,18204,19353,72000,2691,1280,255,19291,19380,20005,31000,1943,1180,305,19581,19508,20347,39000,2293,1160,332
"79664",1,20059,19926,20592,23000,1682,1060,94,21915,21141,21281,12000,1200,800,215,20890,20488,20982,16000,1315,960,180
"47980",1,18083,17901,19173,91000,3061,2350,127,18774,18705,19870,80000,2925,2300,200,19112,18922,20164,57000,2722,2300,364
"132296",1,19853,19835,20842,21000,1607,2900,185,20789,20835,21443,19000,1581,2550,409,20014,19989,20785,20000,1621,2650,106
"46269",1,19144,19105,19885,20000,1845,2900,202,21678,21316,21277,16000,1392,860,78,19508,19141,20483,51000,3011,2450,459
"55851",1,18568,18784,19779,33000,2304,1460,353,19354,19530,20081,27000,1792,2750,84,19795,20982,21092,7000,1273,2300,408
"61861",1,18916,18846,19840,49000,2270,2600,241,19295,19217,20036,51000,2121,2700,184,20000,20063,21020,18000,1677,1460,191
"132916",1,19430,19787,20526,19000,2062,1340,528,20876,21313,21636,13000,1497,2500,432,20095,20056,20982,29000,1915,2600,96
"88881",1,16942,16930,17734,20000,1537,2900,87,18441,18535,18912,21000,1395,880,134,17536,17571,18195,15000,1333,960,152
"50689",1,18834,18542,20113,83000,3607,2150,249,19940,19859,21079,33000,2468,1580,556,19754,19700,20546,26000,1635,1120,42
"35531",1,18413,18412,19302,46000,2234,1180,162,19174,19286,19823,37000,2042,2750,220,19635,19615,20351,27000,1694,1100,174
"16229",1,19745,20394,20947,16000,1845,2500,562,20202,19942,20611,49000,2694,860,460,19695,19540,20385,29000,1968,1140,337
"76638",1,18991,19016,19694,46000,2067,2900,350,19929,19977,20697,28000,1767,2700,393,19653,19583,20564,29000,1880,1360,167
"130947",1,17958,17857,19035,72000,2785,2500,219,19056,19108,19821,56000,2225,2650,260,18841,18712,19848,54000,2456,2350,208
"6808",1,19364,20018,20613,13000,1528,2500,369,20631,20572,21461,34000,3268,2500,652,20631,20600,21196,10000,1237,1100,194
"60789",1,19734,19637,20344,34000,2167,2900,465,20593,20851,21310,24000,1791,2700,417,20843,20657,21136,18000,1530,960,129
"53491",1,19336,19396,20320,32000,2189,1360,250,20742,20780,21028,24000,1620,1060,146,20399,20292,20827,18000,1700,1160,316
"16445",1,19232,19365,20560,24000,2821,2150,491,19567,19688,20859,30000,2494,2050,461,20324,20738,21185,9000,1142,1220,29
"14456",1,19819,19823,20340,22000,1617,1060,98,20141,20247,20583,27000,1624,920,279,20094,20174,20906,13000,1468,1380,290
"119769",1,19464,19366,20444,32000,2070,2650,286,20687,20666,21592,13000,2483,2550,726,21406,21280,21723,8000,1140,1040,52
"42256",1,18517,18397,19327,54000,2315,2750,353,19955,20129,20486,31000,1834,2850,364,19317,19417,20163,35000,2033,1240,345
"33119",1,18419,18393,19545,73000,2782,1440,276,18490,18268,19683,100000,3218,2150,349,20365,20225,21335,23000,2357,1360,424
"77821",1,19123,19051,20025,18000,1905,2600,422,19000,18901,19996,76000,3300,2300,641,20188,20208,21108,19000,2455,2300,601
"30877",1,18891,18844,19790,39000,1983,2600,63,20101,20120,20478,29000,1634,920,411,21240,20684,21168,9000,1175,980,286
"136344",1,19064,19004,20016,53000,2307,1160,93,20133,20188,20844,28000,1688,2800,350,19724,20294,20738,10000,1376,2450,357
"109177",1,18015,17876,18888,78000,2533,1080,126,19518,19433,20159,42000,1944,1060,237,18054,18076,18667,56000,1943,2950,130
"13439",1,19342,19086,20161,35000,2119,1120,203,20659,20579,21261,21000,1692,1040,228,20969,20932,21512,11000,1473,1040,372
"43375",1,20072,20156,20675,16000,1467,940,314,20990,20967,21514,12000,1670,980,313,20476,20406,20879,19000,1333,900,232
"58168",1,19359,19317,20048,38000,1874,1120,110,20363,20403,20889,27000,1870,1200,157,20061,20324,20971,17000,1486,2600,222
"81727",1,18796,18834,19794,42000,2206,1340,132,19367,19463,19900,40000,1787,1040,114,20994,20683,21385,17000,1635,1080,311
"95507",1,18144,17896,18960,70000,2674,2750,381,18523,18606,18981,40000,1716,920,133,19736,19616,20706,28000,1762,1220,190
"34187",1,17868,17698,18842,86000,2679,2550,125,18892,18736,19881,69000,2687,2350,226,18803,18589,19741,64000,2552,2500,322
"12700",1,18352,18339,19193,60000,2315,1160,174,18891,18937,19637,54000,2075,2700,213,19173,19056,20066,33000,2030,2650,267
"24111",1,18206,18152,18946,67000,2361,2800,101,19252,19298,19676,37000,1577,880,141,19353,19328,19747,31000,1613,920,248
"73693",1,19274,19265,19929,33000,1903,2900,197,21345,21000,21194,15000,1273,740,119,21013,20911,20436,18000,1213,740,391
"13386",1,18098,17802,19630,123000,3587,2000,51,18229,17842,19781,125000,3637,2000,65,19384,19277,20824,55000,2690,2000,146
"109362",1,17885,17801,19139,80000,2842,1520,78,18534,18531,19632,77000,2702,2300,256,19028,18892,20046,48000,2290,2300,120
"108495",1,19180,19040,20155,40000,2388,2450,327,19819,20112,20788,31000,1997,2350,182,20396,20500,20841,14000,1445,940,176
"80795",1,20037,20367,20831,13000,1285,920,299,20872,21611,21915,7000,1283,2450,493,19837,19836,20653,19000,1585,1240,126
"21302",1,19879,19799,20814,24000,1879,1240,311,20900,21430,21894,8000,1248,1460,165,20331,20525,21076,15000,1379,2750,77
"129740",1,19742,19527,20484,46000,2819,980,470,20459,20421,21030,19000,1671,1040,307,20877,20528,21266,14000,1510,1120,160
"98302",1,19271,19354,20231,24000,1880,1180,153,20536,20633,21305,22000,1659,2600,230,20240,20554,20948,13000,1386,920,369
"94594",1,19936,19943,20628,30000,1958,1040,192,20246,20281,20912,24000,1726,2800,297,20645,20634,21209,16000,1489,1260,228
"10592",1,18527,18459,19615,54000,2382,1160,89,19396,19483,20009,50000,2081,1140,199,19585,19551,20645,28000,2074,1400,345
"102772",1,18035,18000,18944,61000,2230,2650,90,19203,19160,20019,51000,2292,2500,268,18953,18828,19728,43000,2129,2600,301
"93970",1,19335,19404,19980,47000,2242,1100,248,19370,19323,20129,42000,2006,2650,230,20484,20131,21456,32000,2573,1700,592
"127640",1,20087,20174,20594,23000,1597,940,237,20030,20058,20951,30000,1945,2500,300,20001,21009,21577,6000,1458,2000,514
"80920",1,20612,21000,21623,12000,1378,2450,369,20865,21737,22044,6000,1134,2200,529,22202,21342,21733,7000,1025,940,267
"22353",1,17548,17427,18801,116000,3187,1440,210,18139,18111,19251,104000,2875,2300,203,18732,18589,19799,65000,2532,2350,178
"2669",1,18803,18807,20077,45000,2556,1280,404,19615,19926,20534,21000,1743,2500,326,20038,19970,20618,21000,1729,1120,358
"10862",1,19462,19410,20640,40000,2183,1280,62,20818,20924,20988,21000,1502,880,204,20318,21145,21427,7000,1118,2100,82
"42767",1,17944,17467,19164,133000,4589,2200,644,18120,17761,19247,128000,4332,2200,686,19003,18691,20387,61000,3134,2050,408
"82209",1,21007,20764,21259,10000,885,760,733,22682,21660,22063,9000,1439,940,513,20012,20365,20994,7000,1272,1520,248
"101072",1,18893,18816,19948,42000,2314,2500,160,20659,20578,20791,28000,1904,1040,381,20614,20467,21255,17000,1918,2650,644
"4123",1,19367,19292,20611,36000,2214,1560,209,20204,20270,20955,21000,1667,1240,63,19933,19906,21046,22000,2245,2300,580
"120938",1,18406,18340,19365,50000,2488,2650,292,19294,19321,20046,45000,2151,2650,394,19175,19089,20113,39000,2167,2350,266
"136625",1,20067,20230,20949,15000,1586,1000,318,20709,20840,21462,13000,1372,960,399,21848,21544,21260,9000,1272,300,267
"79633",1,18227,18172,19086,40000,2272,2650,331,20250,20261,20617,26000,1566,880,175,19145,18990,19797,48000,2527,1060,436
"74303",1,19825,19869,21153,21000,2388,2150,578,19925,19844,21127,34000,2132,1720,150,20216,20793,21267,8000,1134,2200,257
"12534",1,18928,18862,20140,43000,2391,2250,295,20284,20165,21141,32000,2732,2550,632,19363,19371,20628,27000,2097,2150,351
"259",1,17980,17797,19177,95000,3010,2350,372,18187,18137,19396,100000,2867,1600,255,19110,18811,20339,51000,2883,1720,222
"64669",1,18627,18515,19574,47000,2225,2500,189,19018,19007,19788,53000,2110,2600,125,19921,19905,20540,24000,1574,960,148
"79707",1,18923,18805,19895,52000,2375,2450,210,19663,19709,20178,36000,1734,1020,73,20496,20334,20783,20000,1466,1040,69
"130141",1,19714,19539,20743,35000,2227,1240,284,20454,20473,21200,19000,1561,2500,85,20296,20149,21286,18000,2378,1360,546
"64848",1,19441,19341,20375,31000,2042,2700,5,20648,20710,21307,19000,2019,920,628,20381,20704,21463,9000,2029,2300,735
"91185",1,19081,19061,19900,43000,2162,1160,219,20954,20969,21448,14000,1393,1140,345,19974,20136,20792,16000,1648,1340,343
"106039",1,19289,19104,20794,42000,2680,2000,130,20035,20194,20906,30000,1969,2450,235,21091,21239,21424,6000,1191,820,354
"36233",1,18363,18299,19232,63000,2372,2650,143,19727,19883,20349,40000,1970,2850,320,19508,19475,20097,44000,1993,1040,414
"78003",1,18310,18121,19480,75000,2849,2300,351,18597,18513,19748,87000,3205,2200,504,19511,19297,20734,34000,2131,2100,272
"53496",1,17997,17920,18835,71000,2530,1120,287,19222,19337,19756,39000,1823,1040,287,18668,18671,19277,47000,2138,1100,134
"127111",1,19684,19690,20440,34000,2149,2600,198,20352,20432,20971,19000,1441,1020,209,21175,21324,21297,8000,1099,820,77
"116898",1,17226,17132,18150,100000,2607,2650,82,18091,18063,18784,82000,2259,2750,202,18443,18315,19230,65000,2454,1200,196
"49583",1,19784,19735,20343,27000,1813,1040,148,21150,21344,21326,17000,1473,840,150,19677,19656,20377,33000,1912,2850,4
"3592",1,18042,17823,19227,92000,2896,1100,281,19180,19258,19996,50000,2169,1240,372,18861,18819,19857,49000,2281,1380,269
"49391",1,19372,19085,20764,43000,2838,2000,426,20241,20419,21497,20000,1742,2150,437,20535,20453,21451,18000,2324,1320,684
"69356",1,20302,20392,21145,13000,1553,2900,583,21146,21207,21712,11000,1247,2750,280,19919,20829,21384,7000,1316,2150,515
"97248",1,19554,19445,20107,31000,2169,1000,356,20153,20204,20934,18000,1477,2750,139,19290,19228,20059,38000,1964,2850,156
"105953",1,19839,19841,20650,22000,1867,1180,350,20567,20593,21658,21000,1791,2350,228,20333,20636,21264,11000,1273,2300,311
"7467",1,18768,18673,19797,57000,2434,1180,92,20281,20373,20639,31000,1656,920,176,19740,19690,20708,25000,2065,1280,205
"137101",1,19357,19220,20341,40000,2139,2600,61,19777,19833,20199,36000,1855,880,219,20449,20791,21266,12000,1258,2800,353
"125616",1,19497,19922,20153,12000,1302,840,416,21876,21279,21100,14000,1231,740,185,20156,20075,20533,24000,1802,940,236
"3643",1,19843,19687,20904,33000,2242,1060,273,20299,20386,21347,22000,2173,1380,287,19885,19910,21007,19000,1967,2250,377
"29708",1,20222,20099,20837,17000,1465,1100,115,21411,21261,21781,10000,1234,960,170,20278,20833,21128,9000,1128,2400,77
"109307",1,19350,19212,20395,27000,2589,1340,270,21405,21389,21993,10000,1521,980,265,20615,20307,20860,15000,1422,1040,85
"19443",1,20777,20565,21034,11000,1224,860,188,21896,21271,21341,11000,1223,800,179,21079,20744,21580,9000,2026,1200,666
"11937",1,20046,20052,20719,29000,1850,880,340,20591,21108,21567,16000,1354,2500,417,20871,21141,21536,8000,1089,920,40
"21078",1,20393,20356,21148,15000,1510,2600,217,21088,21155,21850,8000,1589,1220,404,20815,20686,21528,19000,1990,1340,354
"118486",1,17139,16857,18286,138000,3639,2350,311,18632,18599,19493,44000,2144,2500,168,18455,18225,19421,105000,3288,2400,222
